id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15896206,Apartment #8 - One Bedroom,102780084,Vivian,,Hobart,-42.88954,147.32986,Entire home/apt,250,1,17,2023-02-17,0.23,9,140,10,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
15900502,Apartment #7 - One Bedroom Apartment,102780084,Vivian,,Hobart,-42.88926,147.33007,Entire home/apt,295,1,35,2022-06-13,0.46,9,137,4,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
15918770,"SunSurfnSand, Bicheno",70084453,LJ Hooker,,Glamorgan/Spring Bay,-41.87274,148.28937,Entire home/apt,374,1,151,2023-03-08,1.97,21,14,26,DA  2019 / 00270
15918984,Absolute Beach Front at Pristine Stewarts Bay,88061077,Rebekah,,Tasman,-43.13721,147.85311,Entire home/apt,397,2,129,2023-03-04,1.79,1,305,31,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
15933791,Architectural Mountain Retreat - True Tasmania,5244379,Anja,,Hobart,-42.9018,147.26871,Entire home/apt,197,2,336,2023-02-24,5.20,1,261,74,Exempt: This listing falls under the 'home sharing' exemption
15956436,'the lower house' in the bay,6990961,Michael And Tamara,,Hobart,-42.91456,147.34003,Entire home/apt,127,2,7,2017-02-11,0.09,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
15958567,Gorgeous garden guest suite,35399716,Lindsay,,Kentish,-41.38118,146.32716,Private room,91,1,461,2023-03-08,6.01,1,318,21,Exempt: This listing falls under the 'home sharing' exemption
15960711,"Stylish inner-city apartment, luxury & convenience",103646919,Samra,,Hobart,-42.88389,147.32208,Entire home/apt,282,2,178,2023-02-26,2.35,1,230,45,PLN - 16 - 1211
15992103,The Ridge @ Tamar Ridge - No.1,101433567,Jennifer,,West Tamar,-41.3432,146.99863,Entire home/apt,155,2,315,2023-02-22,4.12,1,80,93,DA17/02
16006484,"A lovely room, private bathroom, walk to city.",103932551,Merrilyn,,Launceston,-41.43458,147.15748,Private room,120,1,47,2023-02-18,0.62,1,142,7,Exempt: This listing falls under the 'home sharing' exemption
16007120,Flinders Cottage - Hobart,24501263,Justin,,Hobart,-42.89677,147.32726,Entire home/apt,278,2,128,2023-02-27,1.70,5,34,35,PLN-16-1219
16033433,The Garden Shed,104316643,Kaye,,Clarence,-42.95446,147.53032,Entire home/apt,115,2,117,2023-01-24,1.55,1,127,15,Exempt: This listing falls under the 'home sharing' exemption
16033811,The Stone House - Rose Room - Heritage Tasmania,30515689,Jennifer,,Northern Midlands,-41.5737,147.17872,Private room,290,3,1,2021-03-13,0.04,2,319,0,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
16034442,Queen Street Apartment - walk to Salamanca,25511005,Natalie:,,Hobart,-42.89357,147.32832,Entire home/apt,137,2,225,2023-02-26,2.97,39,345,51,PLN-16-686
16041644,"Spacious B&B Mountain Views, Shopping, Resturants",104404365,Karyn,,Launceston,-41.47086,147.1524,Entire home/apt,90,2,84,2021-05-04,1.10,1,282,0,Exempt: This listing falls under the 'home sharing' exemption
16046469,Hazards View Retreat,104455406,Jedrek,,Glamorgan/Spring Bay,-42.10226,148.24323,Entire home/apt,230,2,12,2023-02-17,0.16,1,21,3,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
16055229,Chic Hobart Townhouse sleeps 9 - perfect location!,436692322,Jo And Matt,,Hobart,-42.87863,147.33094,Entire home/apt,447,2,200,2023-03-02,2.70,56,134,38,PLN-19-44
16059702,Greens Beach Escape,104598668,David And Carol,,West Tamar,-41.09,146.74893,Entire home/apt,126,2,63,2022-01-04,0.84,1,235,0,PA2019180
16074569,Modern beach house with Huge swimspa and SUP board,104740498,Alison,,Glamorgan/Spring Bay,-42.56797,147.8859,Entire home/apt,729,2,115,2023-02-08,1.51,1,352,26,DA 2016 00235
16112022,WOMBAT HAVEN,104939465,Cheryl,,Tasman,-43.12495,147.70363,Private room,123,1,730,2023-03-07,9.61,1,290,149,Exempt: This listing falls under the 'home sharing' exemption
16112406,Bay of Fires Bush Retreat Bell Tent,12648810,Anna And Tom,,Break O'Day,-41.26376,148.28187,Entire home/apt,258,1,582,2023-02-26,7.64,1,177,157,"Exempt: This listing is a hotel, motel, or caravan park"
16113468,Kiddle Close Hideaway,92557519,Donna,,Launceston,-41.43919,147.14733,Entire home/apt,210,2,24,2023-02-12,0.38,59,316,11,DA0687/2018
16114626,Halcyon at Dover,60112227,Marianne,,Huon Valley,-43.31007,147.0155,Private room,135,1,13,2020-01-06,0.17,2,0,0,DA-281/2016
16125104,"New Norfolk Apartments  ""UPPER DECK""",34953008,Veronica,,Derwent Valley,-42.78328,147.04814,Entire home/apt,295,2,22,2022-04-24,0.29,5,7,2,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
16136183,'That House on Strickland',105268768,Kristin,,Hobart,-42.90175,147.2759,Entire home/apt,260,1,105,2020-02-28,1.38,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
16136259,Platypus Chalet,105271878,Janet,,Waratah/Wynyard,-40.92812,145.5744,Entire home/apt,220,2,93,2023-01-27,1.23,1,305,21,7090678
16136475,Bruny View Tree House,105273200,Ro,,Kingborough,-43.14933,147.23534,Entire home/apt,120,1,200,2021-09-19,2.64,1,37,0,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
16149304,Yellow Door- modern rural self contained apartment,10285677,Cindy,,Huon Valley,-43.13517,147.1549,Entire home/apt,142,1,310,2023-03-04,4.11,1,45,53,Exempt: This listing falls under the 'home sharing' exemption
16162119,Luxe waterfront sanctuary with awe-inspiring views,436692322,Jo And Matt,,Hobart,-42.9293,147.35974,Entire home/apt,557,2,25,2023-02-22,0.33,56,60,3,Exempt: This listing falls under the 'home sharing' exemption
16163291,Tamar River Apartments - Vines Luxury 1 Bed,90403923,Sue,,West Tamar,-41.34108,147.00887,Entire home/apt,282,1,75,2023-01-09,1.06,4,270,22,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
16166083,Enchanted Garden,92557519,Donna,,Launceston,-41.44309,147.15244,Entire home/apt,130,2,40,2023-02-22,0.53,59,38,17,Exempt: This listing falls under the 'home sharing' exemption
16177397,Sandy Bay Villa,105619389,Chris,,Hobart,-42.91305,147.34549,Entire home/apt,250,2,53,2023-01-20,0.70,1,81,16,PLN-18-541
16182674,Federation Cottage with Modern Extension,2010099,Esther,,Hobart,-42.85992,147.30056,Entire home/apt,237,2,190,2022-11-19,2.51,1,44,9,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
16189192,Traditional Cottage in West Hobart,17525741,Terese,,Hobart,-42.88246,147.31188,Entire home/apt,115,3,21,2020-01-30,0.28,2,0,0,Exempt: This listing falls under the 'home sharing' exemption
16192316,Burnie Port Views,105368697,Kylie,,Burnie,-41.05992,145.90265,Entire home/apt,192,2,128,2023-01-30,1.68,3,164,2,Exempt: This listing falls under the 'home sharing' exemption
16205237,Alexandra's,45199534,Alexandra,,King Island,-39.93031,143.84493,Entire home/apt,320,3,152,2023-03-03,2.02,1,95,27,Exempt: This listing falls under the 'home sharing' exemption
16206378,Launceston Haven-not just a room-cont b/fast incl,44709573,June,,Launceston,-41.43353,147.15947,Private room,78,1,189,2020-03-14,2.55,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
16206569,Bellerive Bluff with spectacular beach views,105865152,Louise And Matt,,Clarence,-42.88062,147.36853,Entire home/apt,219,100,138,2020-03-22,1.83,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
16207882,The Shack at Connellys Marsh,2949681,Christie,,Sorell,-42.88427,147.7214,Entire home/apt,180,3,17,2023-01-10,0.22,2,159,3,No. DA 2019 / 365 - 1
16233557,Azure,58295888,Benjamin,,Dorset,-41.01119,147.39382,Entire home/apt,136,1,264,2023-02-28,3.54,2,308,50,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
16233874,House on the hill,2949681,Christie,,Hobart,-42.90747,147.32789,Entire home/apt,292,4,7,2019-06-19,0.09,2,173,0,Exempt: This listing falls under the 'home sharing' exemption
17100347,Private self contained accommadation with  views.,9695613,Kerry,,Kentish,-41.44424,146.26538,Entire home/apt,125,2,404,2023-01-24,5.47,2,18,48,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17108001,Salamanca Precinct Apartment,15346201,Maxine,,Hobart,-42.88989,147.32837,Entire home/apt,253,3,207,2023-03-07,2.81,1,248,37,PLN 18-374
17111011,Salt Box Hideaway,113707219,Michelle,,West Coast,-42.17189,145.33277,Entire home/apt,290,1,249,2023-03-08,3.38,1,203,25,DA 2018 / 00022
17114508,Zac & Jasper's House,61458822,Allan,,Hobart,-42.86952,147.31539,Entire home/apt,181,2,85,2020-03-24,1.15,1,0,0,PLN-19-625
17126251,"The Loft Guesthouse with leafy, private courtyard",115104606,Mel,,Kingborough,-43.00637,147.31242,Entire home/apt,121,5,19,2023-02-06,1.20,1,136,11,Exempt: This listing falls under the 'home sharing' exemption
17159709,Swansea Beach House Oceanfront,114093212,Jill,,Glamorgan/Spring Bay,-42.13295,148.07486,Entire home/apt,336,2,121,2023-02-03,1.66,1,279,19,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17162951,Havana Beach House,57357249,Sheree,,Waratah/Wynyard,-40.93278,145.61907,Entire home/apt,301,2,118,2023-02-19,1.64,1,322,24,DA 30/2017
17174350,Riverside Accomodation,115545033,Charles,,Glenorchy,-42.78887,147.26638,Entire home/apt,145,1,192,2023-03-03,2.64,1,229,62,Pln-19-317
17180576,Attic,9775636,Colin,,Clarence,-42.72634,147.4433,Private room,174,1,1,2022-12-19,0.37,13,333,1,a6863
17180846,Tower Suite,9775636,Colin,,Clarence,-42.72709,147.44834,Private room,207,1,1,2022-06-12,0.11,13,355,1,av5567
17183289,Executive 6 Goldrich Suite,9775636,Colin,,Clarence,-42.7276,147.44398,Private room,207,1,0,,,13,347,0,fuckoff
17193113,DERBY BASE,115745680,Stu,,Dorset,-41.14145,147.7933,Entire home/apt,210,2,211,2023-03-06,2.90,1,292,24,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17193360,Aperture ~ 270o Degree Ocean Views,25626715,Verina,,Glamorgan/Spring Bay,-42.10763,148.24696,Entire home/apt,299,1,165,2023-02-20,2.24,80,311,20,DA 2019/00137
17194829,Executive Suite 3,9775636,Colin,,Clarence,-42.72661,147.44382,Private room,207,1,2,2022-09-13,0.14,13,356,1,"Exempt: This listing is a hotel, motel, or caravan park"
17195229,Moorpark Suite 4,9775636,Colin,,Clarence,-42.72773,147.44518,Private room,207,1,1,2021-12-26,0.07,13,356,0,"Exempt: This listing is a hotel, motel, or caravan park"
17195562,Room 9,9775636,Colin,,Clarence,-42.72716,147.44516,Private room,218,1,0,,,13,67,0,"Exempt: This listing is a hotel, motel, or caravan park"
17196482,Executive Suite 2,9775636,Colin,,Clarence,-42.72814,147.44499,Private room,231,1,0,,,13,354,0,"Exempt: This listing is a hotel, motel, or caravan park"
17196723,Executive 7 Hunter Suite,9775636,Colin,,Clarence,-42.72637,147.44344,Private room,231,1,1,2022-07-11,0.12,13,359,1,"Exempt: This listing is a hotel, motel, or caravan park"
17196833,Emily Suite 8,9775636,Colin,,Clarence,-42.72774,147.44534,Private room,207,1,1,2021-12-29,0.07,13,350,0,"Exempt: This listing is a hotel, motel, or caravan park"
17196926,Apartment 5 Palstyn,9775636,Colin,,Clarence,-42.72698,147.44481,Private room,207,1,0,,,13,351,0,"Exempt: This listing is a hotel, motel, or caravan park"
17216319,Ocean View Holiday R&R,115905460,Mark And Allison,,Central Coast,-41.13852,146.13841,Entire home/apt,243,2,70,2023-01-31,1.03,1,353,14,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17226674,Leighton Stud Cottage - Historic Evandale,19949885,Genevieve,,Northern Midlands,-41.56134,147.22484,Entire home/apt,150,2,207,2023-03-04,2.81,1,329,46,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17227732,The Stone Cottage (with tennis court),49691322,Christopher,,Hobart,-42.89089,147.30104,Entire home/apt,229,2,37,2022-11-27,0.50,1,0,6,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17240072,Silverbirch Cottage,116151660,Tim,,Meander Valley,-41.52519,146.64632,Entire home/apt,257,1,94,2023-03-04,1.29,1,305,41,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17254653,"Semaphore House, Tigerbay Retreat.",2669241,Geoff,,Tasman,-43.01979,147.72459,Entire home/apt,488,2,22,2022-04-20,0.30,2,342,3,DA46(2011)
17256508,Cradle Cottage,114293390,Shepherd,,Kentish,-41.476398,146.09761,Entire home/apt,235,1,123,2023-01-27,1.68,8,261,32,"Exempt: This listing is a hotel, motel, or caravan park"
17259982,Plum View,116349315,Glynis,,Brighton,-42.72638,147.19294,Entire home/apt,135,2,84,2023-02-10,1.17,1,109,15,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17269356,Sunny Central Hobart Apartment 5,59637298,Marius & Anita,,Hobart,-42.87639,147.32222,Entire home/apt,252,2,177,2023-02-25,2.41,5,281,14,PLN-16-00089
17272355,Coastal Getaway St. Helens.,115394843,Maddy,,Break O'Day,-41.33805,148.25727,Entire home/apt,142,1,667,2023-03-07,10.65,1,315,135,DA 237-17
17291143,Hartz Cottage,114293390,Shepherd,,Kentish,-41.476398,146.09761,Entire home/apt,195,1,59,2022-12-16,0.82,8,282,9,"Exempt: This listing is a hotel, motel, or caravan park"
17291570,Wellington Spa Cottage,114293390,Shepherd,,Kentish,-41.47544,146.09674,Entire home/apt,215,1,174,2023-02-18,2.42,8,286,32,"Exempt: This listing is a hotel, motel, or caravan park"
17303287,Spinners Retreat  cosy off-grid Central Highlands,115757834,Kylie And Jason,,Central Highlands,-41.78342,146.70432,Entire home/apt,191,2,156,2023-01-19,2.17,1,90,15,"Exempt: This listing is a hotel, motel, or caravan park"
17306340,Sunny home - warm and cosy,76093066,Danielle,,Hobart,-42.86215,147.29019,Entire home/apt,250,5,1,2017-03-11,0.01,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
17321394,Beachfront Tasmania | Greens Beach,36722,Bek & Bob,,West Tamar,-41.08322,146.74193,Entire home/apt,300,2,124,2023-02-19,1.72,1,241,26,PA2018258
17336824,Bridport Views,117077940,Rebecca & Heath,,Dorset,-41.00597,147.38812,Entire home/apt,300,1,170,2023-02-20,2.33,1,228,22,2019/109
17348904,Best location in Devonport (entire flat for two).,97564174,Adam,,Devonport,-41.16689,146.35362,Entire home/apt,96,1,145,2023-03-04,2.02,2,151,17,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17368251,The Queenslander - incredible views - sleeps 10,5194225,Low Head Pilot Station,,George Town,-41.056416,146.790237,Entire home/apt,407,2,59,2023-02-12,0.95,10,20,17,"Exempt: This listing is a hotel, motel, or caravan park"
17389813,Fully Self Contained  three bedroom unit 6,102451740,Zachary,,Break O'Day,-41.31541,148.2398,Private room,144,1,31,2023-02-19,0.43,3,323,9,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17393294,"New Norfolk Apartments ""LOWER DECK""",34953008,Veronica,,Derwent Valley,-42.78328,147.04814,Entire home/apt,175,2,20,2023-01-30,0.32,5,251,7,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17409989,Modern Cabin near to Penstock Lagoon,117729555,Dale,,Central Highlands,-42.04777,146.75822,Entire home/apt,165,2,62,2022-12-22,0.85,1,179,9,Exempt: This listing falls under the 'home sharing' exemption
17435294,Bluff Cove - Beachfront Holiday House,88057257,Lauren,,Glamorgan/Spring Bay,-42.11597,148.07256,Entire home/apt,538,2,123,2023-02-22,1.70,1,151,22,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17437316,Binalong Bay Holiday House,117990623,Bronwyn,,Break O'Day,-41.25199,148.31134,Entire home/apt,200,1,185,2023-02-25,2.54,1,150,43,DA 221-2019
17450979,Stylish home with spa close to the heart of Hobart,80191354,Tom,,Hobart,-42.86445,147.30669,Entire home/apt,451,2,248,2023-03-01,3.43,1,100,46,Exempt: This listing falls under the 'home sharing' exemption
17453098,Sandy Bay 3 Bedroom Home,118153427,Jan,,Hobart,-42.91361,147.35119,Entire home/apt,350,2,15,2020-02-16,0.21,1,0,0,PLN-19-121
17459927,Pearl Hawley Beach Perfect for Familes + Friends!,104603942,Tracy And Jason,,Latrobe,-41.147713,146.54277,Entire home/apt,450,1,265,2023-02-18,3.64,2,269,36,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17464143,PAPA JOE'S  APARTMENT,13749053,Joe,,Glenorchy,-42.78034,147.24867,Private room,62,2,82,2023-03-02,1.12,1,193,10,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17482991,Leichhardt Farm Cottage 10 mins to CBD,4384452,Pam,,Launceston,-41.4745,147.19268,Entire home/apt,190,3,82,2023-02-26,1.13,9,106,1,DA0583/2019
17496479,Mountain View Cabin,118562969,Di,,Break O'Day,-41.78058,148.25514,Entire home/apt,150,2,125,2023-02-18,1.71,2,350,13,Exempt: This listing falls under the 'home sharing' exemption
17501331,Unique experience: stay in a shearers quarters!,58631830,Laura,,Kentish,-41.41748,146.4622,Private room,80,2,157,2023-01-12,2.15,3,89,2,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17501952,Treetops - spacious family home with views,25511005,Natalie:,,Hobart,-42.91469,147.33192,Entire home/apt,400,2,56,2022-09-18,0.80,39,0,16,Exempt: This listing falls under the 'home sharing' exemption
17513548,60A @ PORTSEA,99441557,Bec,,Hobart,-42.89022,147.32978,Entire home/apt,185,2,129,2023-02-17,1.78,1,43,17,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17514287,River View Cabin,118562969,Di,,Break O'Day,-41.78157,148.25516,Entire home/apt,165,2,60,2021-10-11,0.84,2,128,0,DA193-99
17516353,"MANDALA BRUNY ISLAND, WATERFRONT, FAMILY FRIENDLY",118758066,Wina,,Kingborough,-43.3041,147.25214,Entire home/apt,590,2,89,2023-01-27,1.27,7,272,15,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17519224,Whale Cottage Bicheno,27499260,Wendi And Mike,,Glamorgan/Spring Bay,-41.87259,148.30612,Entire home/apt,220,2,284,2023-03-06,3.92,1,251,71,DA2019/00275
17521399,Architecturally Designed Rural Retreat,11623585,Diego,,Sorell,-42.83035,147.63497,Entire home/apt,250,3,88,2023-02-21,1.28,2,184,25,Exempt: This listing falls under the 'home sharing' exemption
17545070,The Racecourse Inn - Upstairs Queen Suite.,33324258,Annabelle,,Northern Midlands,-41.60477,147.11752,Hotel room,230,1,8,2023-01-04,0.16,3,333,5,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17560208,Fehre Court Apartment,118468931,Allana,,Hobart,-42.91761,147.35274,Entire home/apt,135,2,190,2023-03-08,2.63,1,1,48,BLD-15-00809-01
17561369,Penguin Seaside Homestay - 180 degree ocean views,115730548,Wayne,,Central Coast,-41.11599,146.07442,Private room,85,1,66,2023-02-26,0.91,1,344,23,Exempt: This listing falls under the 'home sharing' exemption
17563456,Explore Derby from Gorgeous Home with Outdoor Bath,707620,Georgia,,Dorset,-41.14127,147.79068,Entire home/apt,218,2,310,2023-03-01,4.29,2,318,51,2019/137
17574040,Buccaneers,22868486,Justin,,Tasman,-43.03548,147.9339,Entire home/apt,150,3,0,,,1,166,0,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17581965,Secluded place with a lovely yard,119428853,Zhongjie,,Hobart,-42.92006,147.32195,Entire home/apt,180,2,36,2023-02-12,1.15,1,116,18,PLN-20-152
17593205,Entertainers Delight In Invermay,15982258,Lauren,,Launceston,-41.42818,147.13402,Entire home/apt,210,2,245,2023-02-20,3.94,2,163,50,DA0613/2019
17607489,Private 2 bedroom apartment stunning views,119673582,Jane,,Launceston,-41.45147,147.12569,Entire home/apt,110,1,473,2023-03-05,6.52,1,25,83,Exempt: This listing falls under the 'home sharing' exemption
17610685,"Sisters Beach Retreat
Pet Friendly..",119713648,Matt & Mel,,Waratah/Wynyard,-40.90801,145.54392,Entire home/apt,183,2,76,2023-02-27,1.09,1,206,25,BLD-W-2011-134-01
17612373,WHITE COTTAGE - LUXE 3 Bed House North Hobart,10065126,Emma,,Hobart,-42.8729,147.31948,Entire home/apt,243,2,149,2023-03-05,2.17,3,261,24,PLN-17-407
17641180,Launceston Waterfront Apartments,58528798,David,,Launceston,-41.43394,147.13383,Entire home/apt,335,2,192,2023-02-17,2.89,12,319,50,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17641746,"West Hobart Spacious 1 B'rm Apt, Sun,Close to City",641506,Francis,,Hobart,-42.88661,147.31157,Entire home/apt,196,3,179,2023-02-28,2.46,2,329,44,PLN-19-620
17656770,Cataract Gorge Townhouse,49524862,Peter,,Launceston,-41.44441,147.12532,Entire home/apt,234,1,521,2023-02-23,7.65,3,303,140,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17703642,Fitzroy Place Hobart,120645585,Zoe,,Hobart,-42.89376,147.32108,Entire home/apt,113,2,364,2023-03-06,5.08,1,236,70,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17707548,Amberley,109178100,Lisa,,Hobart,-42.894592,147.328857,Entire home/apt,564,2,102,2023-02-26,1.42,1,191,21,PLN-17-7
17707898,"Spacious & Comfy 4 bdr, fab VIEWS, 7 mins to city!",43976341,Miaw,,Clarence,-42.87119,147.35572,Entire home/apt,259,2,46,2020-01-30,0.64,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
17719611,BURNIE - Willowvale Homestead - Your own paradise!,120803652,Rick,,Burnie,-41.15111,145.84012,Private room,70,1,52,2021-04-27,0.79,1,157,0,Exempt: This listing falls under the 'home sharing' exemption
17751972,Loft Over The Vines,14030607,Natasha,,Clarence,-42.76583,147.38411,Entire home/apt,160,2,66,2023-02-07,0.94,1,98,18,Exempt: This listing falls under the 'home sharing' exemption
17757108,"Modern, inner-city townhouse",112198750,Suzanne,,Hobart,-42.88723,147.31803,Entire home/apt,209,1,19,2022-12-29,0.26,2,2,3,Exempt: This listing falls under the 'home sharing' exemption
17780232,Silver Ridge Retreat Cabin 2 +heated pool+,44547896,John,,Kentish,-41.44757,146.24692,Entire home/apt,224,2,24,2020-01-12,0.33,6,0,0,"Exempt: This listing is a hotel, motel, or caravan park"
17781250,Mountain Blue Guest  house.,70410194,Maria And Brent,,Meander Valley,-41.63897,146.71495,Entire home/apt,225,1,79,2023-01-02,1.10,1,270,13,PA-16-0204
17781795,The Stables,121430523,Philip,,Kentish,-41.40698,146.32794,Entire home/apt,157,2,108,2023-01-07,1.51,1,60,13,DA2019/00104
17786125,"PRIVATE, COSY AND CONVENIENT",105430290,Vera,,Glenorchy,-42.83669,147.2728,Private room,38,2,3,2021-02-17,0.12,2,0,0,Exempt: This listing falls under the 'home sharing' exemption
17852596,@westonfarm - #Farmstay,53791854,Belinda,,Brighton,-42.69204,147.21966,Entire home/apt,141,2,85,2023-03-06,1.21,1,247,19,Exempt: This listing falls under the 'home sharing' exemption
17863948,Sunset Boulevard at Mickeys Bay,10359948,Ueli,,Kingborough,-43.42619,147.19326,Entire home/apt,100,1,44,2022-07-10,0.61,2,38,12,Exempt: This listing falls under the 'home sharing' exemption
17865661,Franklin Cottage,122283291,Debbie,,Glamorgan/Spring Bay,-42.50629,147.91539,Entire home/apt,150,2,255,2023-03-07,3.53,3,322,25,DA 2017/00050
17882740,West Coast Escape: Historic cottage in Strahan,21571114,Carolyn,,West Coast,-42.1521,145.32617,Entire home/apt,210,2,182,2023-02-28,3.88,1,269,60,DA2019/00038
17893671,Spa Farm,99684785,Mat,,Kingborough,-43.23569,147.24845,Entire home/apt,471,2,8,2020-01-02,0.12,1,365,0,Exempt: This listing falls under the 'home sharing' exemption
17908645,HORSE SHOE HOUSE The Perfect Location!!,122749446,Joachim,,Dorset,-41.14654,147.8014,Entire home/apt,176,2,87,2022-06-12,1.21,1,159,7,2019/117 474726819869
17908807,Salt Shack  - Bicheno,16836695,Suite Space Co,,Glamorgan/Spring Bay,-41.86854,148.28919,Entire home/apt,247,1,233,2023-02-18,3.25,33,337,46,1-2950-005
17909532,Corinna's glasshouse,115245451,Fionna,,Hobart,-42.86391,147.3139,Entire home/apt,245,1,457,2023-03-06,6.36,1,49,109,PLN-17-312
17932838,"Private, 1 bedroom apartment - stunning views!!",120476881,Aaron,,West Tamar,-41.42952,147.11484,Entire home/apt,89,2,208,2023-03-01,2.92,1,86,55,Exempt: This listing falls under the 'home sharing' exemption
17944559,Mawson's Hut - Waterfront Cottage,108656320,Kaarina,,Tasman,-43.05651,147.86524,Entire home/apt,140,2,101,2023-02-28,1.41,4,352,16,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
17945323,Beth's Cottage on the edge of the Tarkine,10811057,Pam,,Circular Head,-40.89758,145.45588,Entire home/apt,350,2,14,2023-01-05,0.21,1,357,5,2015/00107
17980187,Studio 68 Centrally Located Garden Retreat,13352787,Michaela,,Hobart,-42.87465,147.31114,Entire home/apt,163,2,290,2023-03-01,4.03,1,293,52,Exempt: This listing falls under the 'home sharing' exemption
18009591,New  property in the PERFECT location!,71013897,Debbie,,Devonport,-41.16747,146.3614,Entire home/apt,146,2,172,2023-03-05,2.42,1,133,32,PA2019.0169
18014238,Pomona Bungalow Launceston freeWiFi,33483126,Tamieke & Ryan,,West Tamar,-41.42062,147.1049,Entire home/apt,55,1,285,2020-07-08,3.95,1,0,0,Exempt: This listing falls under the 'home sharing' exemption
18023316,Avalon Blue @ Derby - *Blue Derby Endorsed*,123947594,Mitchell,,Dorset,-41.14354,147.7972,Entire home/apt,155,2,239,2023-03-03,3.33,1,308,36,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
18024873,The Racecourse Inn - downstairs King spa room.,33324258,Annabelle,,Northern Midlands,-41.60516,147.11913,Hotel room,250,1,2,2023-02-04,0.11,3,337,1,"Exempt: This listing is a hotel, motel, or caravan park"
18041275,Seaview Cottage Penguin - Absolute Waterfront,122743075,Heather,,Central Coast,-41.11666,146.07808,Entire home/apt,250,2,71,2023-01-16,0.99,1,252,25,DA217178
18043844,"""Shirley Court"" Central 2 Bedroom Holiday Unit",70084453,LJ Hooker,,Glamorgan/Spring Bay,-41.8771,148.30399,Entire home/apt,190,3,19,2022-07-07,0.30,21,0,3,DA 2014 / 00195
18062693,ON THE ROCKS  Bicheno,70084453,LJ Hooker,,Glamorgan/Spring Bay,-41.88046,148.30447,Entire home/apt,311,2,87,2023-03-02,1.21,21,311,20,DA 2014 / 00152
18063981,"Idyllic water front , approx 6Kms  to CBD",56148595,David,,Clarence,-42.85007,147.3471,Private room,94,2,151,2023-02-26,2.28,1,77,26,Exempt: This listing falls under the 'home sharing' exemption
18065756,Tasmania's History House,10515749,Margaret,,Clarence,-42.732,147.44256,Private room,103,1,262,2023-02-25,4.05,1,155,54,Exempt: This listing falls under the 'home sharing' exemption
18079956,"The Beach House,   Dover",297566337,Tina,,Huon Valley,-43.316303,147.017822,Entire home/apt,295,2,64,2023-02-26,1.26,15,256,32,"Exempt: This listing is a hotel, motel, or caravan park"
